,id,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
7892,5885,26,2,5612,12,13,2,9,0,4,1,0,0,54,38
11823,8822,15,4,8672,15,9,2,11,0,4,1,0,0,49,38
3185,2390,24,2,5393,11,8,2,0,3,4,1,0,0,39,38
4865,3625,13,2,6726,9,12,2,3,0,2,1,0,0,41,38
2955,2208,17,2,4002,0,5,2,5,0,4,1,0,0,39,31
4449,3307,16,2,3805,11,8,0,7,4,4,1,0,0,39,38
12371,9233,17,2,7155,8,10,2,2,0,4,1,0,0,49,38
1019,763,6,2,1078,15,9,4,3,1,4,0,0,0,34,38
9029,6751,11,2,6410,11,8,2,2,0,4,1,0,0,39,38
1132,855,7,2,5159,15,9,4,0,3,2,0,0,0,19,38
10242,7641,29,2,6053,11,8,0,6,1,4,1,0,0,19,38
12725,9497,8,2,7112,9,12,4,7,3,4,1,0,0,17,38
4859,3621,54,4,3247,12,13,2,11,0,4,1,91,0,39,38
9623,7196,51,2,6269,12,13,2,3,0,4,1,0,59,39,38
2646,1982,15,2,544,15,9,0,9,1,4,0,0,0,29,38
10738,8022,44,2,3061,15,9,0,7,1,4,1,0,0,24,38
12632,9433,20,2,1824,11,8,2,2,0,4,1,0,0,39,38
3537,2655,23,2,3365,10,15,2,9,0,4,1,0,0,59,38
6585,4915,10,2,4800,15,9,2,5,0,4,1,0,0,29,38
1760,1322,23,2,2425,11,8,4,5,1,2,1,0,0,39,38
9763,7301,22,2,4528,11,8,4,11,4,2,0,0,0,39,38
13970,10435,15,2,1287,15,9,2,13,0,4,1,0,0,59,38
7781,5798,42,2,6737,11,8,0,11,4,4,0,0,32,29,38
4159,3105,3,1,5245,15,9,4,10,3,4,1,0,0,24,38
632,472,43,2,3226,11,8,2,2,0,4,1,0,0,49,38
13029,9719,20,2,2598,11,8,2,13,0,4,1,0,0,44,38
8554,6395,14,2,16,9,12,4,7,1,4,0,0,0,24,38
9772,7308,9,2,5560,11,8,0,7,1,4,0,0,0,11,38
9832,7354,24,3,1494,9,12,2,3,0,1,1,0,40,59,35
11601,8658,30,2,6281,11,8,2,6,5,2,0,0,0,39,38
8264,6176,12,0,1989,15,9,3,0,3,4,0,0,0,39,38
5059,3765,10,2,9489,15,9,0,11,4,4,0,0,0,39,28
12905,9633,39,2,2342,9,12,2,0,0,4,1,69,0,43,38
2136,1616,14,5,8905,15,9,4,7,1,1,1,0,0,39,38
15106,11289,1,2,7159,11,8,4,6,1,4,1,0,0,36,38
918,687,34,2,2584,15,9,2,0,5,4,0,0,0,34,38
3880,2907,9,2,261,11,8,4,4,1,4,1,0,0,39,38
5863,4370,20,2,5189,11,8,2,6,0,4,1,0,0,39,38
1634,1228,39,2,2817,11,8,2,7,5,4,0,0,0,9,38
13871,10356,4,2,5919,15,9,4,11,3,2,1,0,0,24,38
1702,1282,11,2,8341,11,8,4,0,4,4,0,0,0,19,38
12540,9364,16,2,7002,8,10,4,9,4,2,0,0,0,25,38
10375,7740,11,2,1263,11,8,0,12,3,1,0,0,0,39,38
9554,7142,30,2,2929,11,8,0,3,1,4,0,0,39,39,38
9417,7033,16,2,6563,11,8,2,11,0,4,1,80,0,44,38
14301,10676,37,5,5168,15,9,0,0,1,4,0,0,0,37,38
5484,4085,8,2,3240,11,8,4,0,1,4,0,0,0,47,38
4172,3116,3,2,2002,1,6,4,13,2,4,1,0,0,39,12
10664,7967,39,4,3142,11,8,2,11,0,4,1,0,0,39,38
1336,1003,26,2,3188,1,6,2,5,0,4,1,0,0,39,38
11863,8854,32,2,4874,6,4,2,5,0,4,1,0,0,44,38
13509,10072,36,2,651,2,7,4,7,1,3,0,0,0,34,38
1932,1461,21,2,6124,11,8,2,6,0,4,1,0,0,47,38
10437,7787,50,2,6307,12,13,3,3,1,4,1,0,0,54,38
12696,9474,17,2,8482,10,15,4,9,1,4,1,0,0,39,35
6072,4532,24,2,252,11,8,2,6,0,4,1,0,0,39,38
7391,5512,6,2,1817,15,9,4,11,3,4,0,0,0,14,38
4081,3053,1,2,7620,15,9,4,3,1,4,1,0,0,49,38
9835,7355,33,4,768,11,8,2,4,0,4,1,0,0,77,38
3626,2723,19,2,2137,9,12,2,9,0,4,1,0,0,47,38
6063,4526,50,2,1406,9,12,2,9,0,4,1,0,0,39,38
3081,2313,42,4,280,5,3,2,4,0,4,1,0,0,68,38
332,242,33,3,4498,11,8,0,3,4,4,0,0,0,39,38
12952,9661,38,2,5706,9,12,2,9,0,4,1,80,0,39,38
10234,7634,28,1,3418,12,13,0,9,1,4,0,0,0,34,38
13574,10122,35,2,3096,1,6,2,2,0,4,1,0,0,39,38
11632,8681,9,4,2081,15,9,5,2,1,4,1,0,0,29,38
12127,9051,3,2,2846,11,8,4,2,3,4,1,0,0,19,38
9441,7054,18,2,8569,6,4,2,7,0,4,1,0,0,39,25
12994,9729,3,2,3371,15,9,4,0,4,1,0,0,0,39,39
12483,9320,14,2,2616,11,8,4,11,3,2,0,0,0,39,38
4441,3299,6,2,9445,15,9,4,7,3,4,0,0,0,39,38
11040,8239,9,2,9397,11,8,4,7,1,4,1,0,0,39,25
10240,7639,21,4,5749,1,6,2,2,0,4,1,0,0,39,38
4943,3677,12,2,3587,11,8,2,2,0,4,1,0,0,39,38
13436,10021,10,2,5509,14,14,4,9,3,4,0,0,0,39,38
4489,3335,22,2,4844,11,8,2,9,0,4,1,0,0,44,38
8286,6192,21,2,8599,5,3,2,4,0,4,1,57,0,77,31
7952,5932,42,2,6351,4,2,0,6,4,4,0,0,0,39,38
2148,1625,34,2,756,9,12,2,5,0,4,1,0,0,39,38
1128,851,7,2,8825,15,9,4,11,2,2,0,0,0,39,38
12054,8994,17,4,8502,7,11,4,9,1,4,0,0,0,24,38
4303,3215,3,2,5700,15,9,4,9,3,4,1,0,0,39,38
6980,5206,27,2,8551,5,3,0,5,1,4,1,0,0,47,38
9075,6783,7,2,6976,11,8,2,2,0,4,1,0,0,37,38
10063,7514,15,2,4278,7,11,5,3,4,4,0,100,0,49,38
12407,9263,10,2,4598,11,8,4,13,3,4,1,0,0,39,38
12958,9666,47,2,8497,9,12,0,11,1,4,0,0,0,4,38
6656,4969,14,2,1183,8,10,2,7,0,4,1,0,0,41,38
4050,3028,12,2,4548,9,12,4,3,1,4,0,0,0,44,38
2350,1774,24,2,7929,11,8,4,11,4,2,0,0,0,39,38
4208,3140,11,2,2054,12,13,2,9,0,4,1,0,0,37,38
14836,11088,7,2,646,1,6,4,7,1,2,0,0,0,39,38
1378,1033,43,5,5746,7,11,2,9,0,4,1,0,0,19,25
7761,5781,58,2,1568,4,2,6,7,4,2,1,0,0,9,38
2139,1619,35,2,3694,9,12,2,3,0,4,1,0,0,39,38
9142,6832,6,2,6304,9,12,4,7,1,4,1,0,0,65,6
10992,8210,6,2,695,15,9,4,8,3,4,0,0,0,9,38
9023,6748,24,4,9348,12,13,0,11,4,4,1,0,0,4,38
7589,5646,27,2,3498,15,9,5,2,1,4,1,0,36,54,38
2628,1968,5,2,6446,4,2,2,2,0,4,1,0,0,47,25
7124,5311,24,2,5349,11,8,0,8,1,4,0,0,0,39,12
2078,1571,13,3,1198,11,8,2,3,0,4,1,0,0,64,1
33,21,14,2,2888,15,9,2,3,0,4,1,0,0,39,38
13322,9940,26,2,1890,9,12,5,9,4,4,1,0,0,44,38
8386,6266,7,2,8593,9,12,2,9,5,4,0,0,0,39,38
305,220,1,2,7616,2,7,4,11,3,4,0,0,0,34,38
13251,9885,23,2,8439,5,3,2,11,0,4,1,58,0,39,38
5786,4311,2,2,1372,1,6,4,13,2,4,1,0,0,9,38
4819,3590,28,2,4684,6,4,2,6,5,4,0,0,0,39,38
13698,10222,23,2,203,11,8,2,6,0,4,1,0,0,44,38
4656,3461,1,2,2833,1,6,4,7,3,4,1,0,0,19,33
10970,8191,18,2,254,9,12,4,9,1,4,0,0,0,39,38
10750,8031,6,1,5342,7,11,4,10,1,4,1,0,0,51,38
11448,8541,21,0,6117,11,8,2,3,0,4,1,0,0,41,38
11399,8499,39,0,3702,9,12,2,3,0,4,1,83,0,39,38
2027,1533,45,3,817,9,12,2,4,0,4,1,0,60,59,38
5454,4063,10,2,7259,15,9,4,0,1,4,0,0,0,14,38
13794,10298,4,2,5728,11,8,4,5,1,4,0,0,0,39,38
7561,5627,41,2,6700,6,4,0,4,1,2,1,0,0,39,38
12799,9550,23,2,3175,0,5,4,7,4,2,0,0,0,39,38
14609,10915,48,2,2226,9,12,2,3,0,4,1,0,0,39,38
1157,875,34,2,6103,15,9,2,5,0,4,1,0,0,49,38
6290,4696,0,2,2049,11,8,4,11,3,4,0,0,0,19,38
12737,9506,32,1,5107,12,13,2,10,0,4,1,0,0,39,38
9066,6775,37,2,2608,15,9,2,11,0,4,1,0,0,44,38
9364,6994,37,2,3197,11,8,4,5,3,4,1,0,0,39,38
14032,10480,13,2,4707,8,10,0,0,1,4,0,0,0,37,38
8001,5975,46,3,6599,11,8,2,3,0,4,1,0,0,39,38
10119,7557,32,2,3193,8,10,3,5,4,4,1,0,9,41,38
3122,2340,1,2,8448,1,6,4,7,3,2,1,0,0,6,38
13593,10138,9,2,2204,8,10,2,2,0,4,1,0,0,64,38
2614,1959,19,2,6359,11,8,0,9,3,4,0,0,0,39,38
14259,10648,2,2,4393,15,9,4,3,3,4,0,0,0,29,38
7182,5359,35,2,3866,11,8,2,0,0,4,1,0,0,47,38
2171,1645,4,2,2471,15,9,4,6,3,4,1,0,0,19,38
17217,11686,8,2,8556,15,9,4,0,1,4,1,0,0,37,38
13176,9825,35,2,8217,8,10,5,11,4,4,0,0,0,39,38
6047,4511,3,2,3949,11,8,4,5,3,4,1,0,0,37,38
2056,1556,7,2,9580,0,5,2,5,0,4,1,0,0,39,38
6562,4897,26,2,9202,11,8,2,2,0,4,1,0,0,39,38
8462,6326,21,2,2943,9,12,0,9,1,4,0,0,0,49,38
10695,7992,17,2,6,11,8,0,0,4,4,0,0,0,39,38
13745,10259,14,5,2636,7,11,2,12,0,4,1,0,0,39,38
5949,4433,30,2,3779,12,13,2,3,0,4,1,0,0,49,38
1659,1248,31,2,8765,9,12,3,9,1,4,1,0,0,36,38
13952,10421,8,1,245,9,12,4,0,1,4,0,0,0,39,38
13413,10007,4,2,8389,4,2,4,5,1,4,1,0,0,39,25
1108,837,1,2,3115,11,8,4,0,3,4,0,0,0,39,38
1594,1197,15,5,5716,15,9,4,0,1,4,1,0,0,37,38
7173,5352,6,2,7071,11,8,0,11,1,4,1,0,0,39,38
4045,3024,10,2,2607,9,12,4,11,1,4,0,0,0,39,38
8602,6429,9,2,1530,15,9,4,2,3,0,1,0,0,39,38
15073,11265,0,2,631,1,6,4,7,3,4,0,0,0,14,38
1029,771,37,2,3400,8,10,2,2,0,1,1,68,0,39,39
3073,2305,14,2,5694,11,8,4,7,1,4,1,0,0,39,38
2345,1771,14,2,7603,9,12,4,11,1,4,1,0,0,39,38
4281,3197,9,2,9507,0,5,2,5,5,4,0,0,0,39,38
11591,8650,24,2,3229,8,10,2,7,0,1,1,80,0,59,18
3391,2540,27,2,391,9,12,2,3,0,4,1,0,38,55,38
15552,11389,25,2,3596,9,12,0,11,4,4,1,0,0,44,38
5920,4411,32,2,2102,9,12,2,3,0,4,1,0,0,44,38
3170,2378,25,2,3900,9,12,2,11,0,4,1,80,0,39,38
14331,10696,34,2,1366,9,12,0,9,4,4,0,0,0,54,8
1062,796,7,2,1184,11,8,4,2,1,4,1,0,0,41,38
10115,7553,36,2,5816,15,9,0,2,1,4,1,0,0,39,38
6521,4865,14,1,1535,11,8,0,7,4,0,1,0,0,39,38
14159,10572,10,4,6291,9,12,4,11,1,4,1,0,0,49,38
12437,9287,19,2,1904,9,12,2,9,0,4,1,0,0,54,38
13334,9950,19,2,3050,9,12,4,0,1,4,0,0,0,49,38
11293,8421,2,2,2788,15,9,4,11,3,2,1,0,0,29,38
15011,11219,29,3,3895,6,4,2,0,5,4,0,0,0,49,38
11925,8904,10,2,3462,15,9,2,0,0,4,1,0,0,29,38
7036,5248,9,4,6877,11,8,2,2,0,4,1,0,0,39,38
891,666,3,5,488,15,9,4,3,3,4,1,0,0,53,38
3785,2836,31,2,1235,1,6,4,7,1,4,0,0,0,29,38
6123,4568,40,0,2974,11,8,5,0,2,2,0,0,0,34,38
11422,8519,33,2,9550,11,8,0,0,1,2,1,0,0,39,38
17341,11708,43,1,6313,12,13,2,9,0,4,1,0,0,39,38
4200,3134,71,1,5174,7,11,2,0,0,1,1,0,0,19,29
4751,3534,19,2,1985,11,8,2,12,0,4,1,0,0,49,38
5334,3970,6,2,6940,5,3,4,6,3,2,0,0,0,39,5
7915,5904,25,4,108,1,6,2,4,0,4,1,0,0,59,38
527,395,13,2,3548,8,10,2,12,5,4,0,0,0,39,38
972,728,3,1,7157,11,8,4,5,3,4,1,0,0,39,38
10199,7609,4,2,2714,15,9,4,7,3,4,0,0,0,39,38
10414,7769,36,2,14,15,9,5,3,4,0,0,0,0,14,38
15024,11230,3,5,438,15,9,4,0,3,4,0,0,0,39,38
2286,1729,17,5,3704,11,8,4,5,1,2,1,0,0,39,38
10869,8115,33,2,5177,9,12,4,3,1,4,1,0,0,49,38
1163,880,21,2,7288,1,6,2,2,0,4,1,0,0,39,12
6502,4849,11,2,8166,15,9,4,6,3,4,0,0,0,39,38
10722,8009,8,2,7628,15,9,4,0,1,0,0,0,0,19,38
3428,2568,11,5,3,15,9,4,0,1,4,0,0,0,37,38
2645,1981,28,2,3362,9,12,2,3,0,4,1,0,0,37,38
14550,10864,32,2,2993,11,8,6,2,4,1,0,0,0,39,34
4891,3640,32,3,3790,11,8,2,0,5,4,0,0,58,39,38
1473,1104,9,2,9547,11,8,4,13,1,4,1,0,0,39,38
1225,926,15,2,1702,11,8,2,13,0,4,1,0,0,49,38
8550,6391,7,2,2379,15,9,4,7,1,4,0,0,0,52,38
8158,6094,24,4,5312,11,8,0,2,1,4,1,0,0,39,38
13814,10315,19,2,8276,0,5,0,2,2,2,1,0,0,39,38
93,70,19,2,2723,15,9,5,2,1,4,1,0,0,39,38
12813,9562,12,2,7588,11,8,4,2,3,4,1,0,0,44,38
8652,6471,17,2,8465,11,8,2,4,0,2,1,0,0,39,38
3377,2532,30,2,4437,9,12,2,3,0,4,1,0,0,56,38
10021,7488,9,2,7962,9,12,4,9,1,4,1,0,0,49,38
3551,2666,17,2,8434,15,9,4,0,1,4,1,0,0,39,38
13142,9802,21,4,751,8,10,0,3,4,4,1,0,0,34,38
13939,10411,5,2,4144,11,8,4,7,1,4,0,0,0,39,38
4947,3680,40,2,7549,11,8,4,0,2,4,0,0,0,39,38
7946,5927,37,2,8319,15,9,2,12,0,4,1,0,40,17,38
7263,5416,20,2,538,11,8,0,3,1,4,1,0,0,34,38
5598,4172,20,2,4663,15,9,2,12,5,4,0,68,0,39,38
6653,4966,40,1,6385,12,13,2,9,0,4,1,0,0,59,38
9630,7203,18,4,4844,11,8,2,2,0,4,1,43,0,39,38
10678,7979,8,2,2990,6,4,2,5,0,4,1,0,0,39,38
6939,5180,40,2,4572,11,8,0,0,1,4,0,0,0,39,38
7301,5440,26,2,3205,15,9,0,11,4,4,0,0,0,54,38
13451,10033,2,2,602,15,9,4,5,1,4,1,0,0,44,38
9351,6984,30,2,8366,11,8,2,2,0,4,1,0,0,39,38
5691,4237,12,2,3753,1,6,2,5,5,1,0,37,0,13,29
12909,9635,14,2,7968,12,13,4,9,1,2,1,0,0,39,38
4525,3361,5,5,37,15,9,3,12,4,4,1,0,0,19,38
9653,7224,17,2,2484,8,10,2,6,0,4,1,0,26,49,38
12843,9587,7,2,2385,9,12,4,11,3,4,0,0,0,34,38
14589,10898,43,2,6750,15,9,6,10,1,2,0,0,0,39,38
13803,10306,17,2,1241,11,8,2,2,0,4,1,0,26,39,38
8073,6035,20,2,4752,11,8,0,2,1,4,1,0,0,39,38
1034,776,18,2,3100,12,13,2,9,2,4,1,80,0,39,38
14799,11062,22,4,3147,11,8,2,11,0,4,1,0,0,49,38
2588,1943,26,4,5303,11,8,2,11,0,4,1,0,0,39,38
11674,8714,17,2,2298,15,9,2,3,0,4,1,0,0,41,38
13235,9870,21,2,7285,11,8,2,0,0,4,1,0,0,41,38
12870,9606,4,2,6118,11,8,4,5,3,4,1,0,0,39,38
14577,10888,21,1,8023,12,13,0,9,1,2,1,0,0,39,22
7445,5550,31,2,8311,9,12,2,12,0,1,1,0,0,44,29
6810,5083,3,2,7777,8,10,4,12,3,4,0,0,0,24,38
10976,8195,24,2,7370,14,14,2,11,0,4,1,0,0,49,38
9563,7150,25,2,5579,7,11,5,0,4,2,0,0,0,39,38
10808,8073,10,2,5320,15,9,2,3,0,4,1,0,0,39,38
7950,5930,35,5,9376,11,8,0,0,1,4,0,0,0,39,8
9569,7154,30,2,4173,11,8,2,13,0,4,1,0,37,44,38
10162,7585,21,2,3330,10,15,2,3,5,4,0,104,0,35,38
4098,3064,13,0,8888,9,12,2,0,0,4,1,0,0,29,23
9113,6817,18,4,898,11,8,2,2,0,4,1,0,0,80,38
4842,3607,15,2,9541,11,8,4,8,4,4,0,0,0,39,25
8580,6414,25,2,289,11,8,2,3,0,4,1,0,0,47,38
5126,3812,7,0,164,9,12,4,9,1,3,0,0,0,39,38
6799,5073,50,4,5552,11,8,2,4,0,4,1,0,0,49,38
14549,10863,7,2,9205,9,12,4,9,1,4,1,0,0,39,38
9902,7402,0,2,6216,1,6,4,11,3,4,0,0,19,11,38
150,110,5,2,780,11,8,4,11,1,4,1,0,0,39,38
6008,4482,19,4,2790,11,8,2,4,0,4,1,0,0,49,38
973,729,30,2,3518,11,8,5,9,2,3,0,0,0,39,32
2928,2186,39,2,7610,9,12,4,9,1,4,0,0,0,44,25
10216,7623,45,4,496,11,8,2,11,0,4,1,0,0,39,38
7181,5358,39,4,88,9,12,2,3,0,4,1,0,0,19,38
8419,6294,15,2,7028,9,12,4,9,4,4,0,0,0,39,38
2466,1861,21,2,8811,14,14,2,9,0,4,1,0,0,59,38
11155,8319,23,2,1697,11,8,2,7,5,4,0,0,0,11,38
8355,6241,19,4,641,15,9,2,11,0,4,1,0,0,82,38
11952,8925,32,1,5470,7,11,2,0,0,4,1,0,0,39,38
5805,4324,42,2,7195,1,6,0,7,1,2,0,0,0,34,38
15534,11385,26,2,842,10,15,3,9,1,4,0,0,0,39,38
2571,1933,7,2,7130,11,8,4,5,4,2,0,0,0,39,38
11036,8236,26,2,1681,11,8,0,0,4,4,0,0,0,57,38
1862,1404,17,2,4616,15,9,2,6,0,4,1,0,0,39,38
4110,3073,29,2,4405,15,9,2,12,0,4,1,69,0,39,38
11426,8523,20,1,4503,15,9,0,10,4,4,1,0,0,47,10
4779,3556,1,2,5426,2,7,4,7,3,4,0,0,0,24,38
5289,3933,6,2,8534,11,8,4,2,2,4,1,0,0,39,38
3571,2683,37,2,7445,9,12,2,12,0,4,1,0,0,24,38
4458,3315,4,2,5915,7,11,4,0,1,4,0,0,0,9,38
1570,1179,28,2,1776,11,8,6,11,4,4,0,0,0,44,38
424,313,12,5,2444,11,8,2,10,0,4,1,0,0,41,38
11992,8954,26,4,4571,11,8,2,7,5,4,0,0,0,15,38
5878,4383,16,2,7274,15,9,2,7,0,4,1,0,0,49,38
14043,10489,43,2,5072,14,14,2,3,0,4,1,0,0,39,38
15922,11456,39,2,6169,11,8,0,3,1,2,1,0,0,39,38
10545,7873,58,4,4998,1,6,2,3,0,4,1,0,0,29,38
9626,7199,20,2,6517,9,12,2,3,2,4,1,47,0,46,38
699,522,43,1,1495,11,8,2,7,0,4,1,0,0,39,38
7082,5281,14,2,5472,9,12,4,9,1,4,1,0,0,39,38
5265,3915,10,2,7971,15,9,4,11,1,4,0,0,0,29,38
5181,3852,9,2,8231,11,8,2,6,0,4,1,50,0,47,38
14796,11059,6,2,3296,11,8,4,13,4,4,1,0,0,49,38
5139,3824,24,1,8661,15,9,2,3,0,4,1,0,0,39,38
6814,5087,7,2,6350,15,9,4,0,1,4,0,0,0,39,38
14563,10875,29,2,5205,11,8,2,7,0,4,1,0,0,39,38
6924,5165,8,2,4605,9,12,4,2,3,4,1,0,0,39,38
4243,3170,10,2,1972,15,9,5,11,1,4,1,0,0,39,38
4986,3709,12,2,3512,15,9,4,0,1,4,0,0,0,39,23
6618,4941,29,2,4853,11,8,2,2,0,2,1,58,0,39,38
7348,5480,0,2,890,6,4,4,7,3,4,0,0,0,19,38
8704,6510,3,2,2594,11,8,4,6,3,4,1,0,0,39,38
3738,2800,35,2,3278,8,10,2,2,0,4,1,0,38,39,38
417,308,33,5,5879,11,8,0,0,3,4,0,0,0,39,38
4616,3431,23,0,5270,11,8,0,0,1,2,0,0,0,51,38
3304,2477,27,4,8923,15,9,2,11,0,1,1,0,0,74,29
11670,8710,7,2,719,11,8,2,11,5,4,0,0,0,39,38
12751,9516,17,2,5801,15,9,2,6,0,2,1,80,0,39,38
16049,11480,22,2,3049,11,8,2,6,0,1,1,0,0,39,38
4728,3516,59,2,2343,11,8,6,7,4,4,0,0,0,32,38
4949,3682,21,2,518,9,12,2,9,0,4,1,0,0,39,8
979,731,24,2,5500,11,8,4,2,1,4,1,0,0,43,38
3344,2508,11,2,2325,7,11,4,0,3,4,1,0,0,31,38
2237,1691,2,3,4275,11,8,4,11,3,4,1,0,0,39,38
6327,4723,21,5,7735,11,8,0,7,1,4,1,0,0,39,38
1530,1150,35,4,7135,5,3,2,2,0,0,1,0,0,39,38
3288,2466,19,2,1134,15,9,4,2,1,2,1,0,0,54,38
4955,3687,39,2,7208,10,15,2,9,0,4,1,0,0,49,38
1650,1241,8,2,5166,11,8,4,5,1,4,1,0,0,47,38
10435,7785,2,2,6440,5,3,4,7,3,4,1,0,0,32,38
11065,8252,3,2,6289,8,10,4,7,3,4,0,0,0,19,38
13402,9999,43,2,3116,8,10,6,3,4,1,0,0,0,39,38
375,277,12,2,3358,11,8,4,13,1,4,0,0,0,44,38
4957,3688,8,2,4675,15,9,4,0,3,4,1,0,0,34,38
2766,2070,18,2,4057,11,8,0,3,1,4,1,0,0,59,38
11988,8951,22,2,991,8,10,5,0,1,1,1,0,0,39,38
12028,8978,2,2,4489,15,9,4,7,3,2,1,0,0,24,38
2493,1879,34,2,1313,9,12,2,9,0,4,1,0,0,54,38
4619,3434,2,2,9367,0,5,4,11,4,2,0,0,0,39,38
363,268,7,2,3065,11,8,4,2,3,4,1,0,0,49,38
4759,3540,53,2,3183,8,10,2,6,0,4,1,87,0,49,38
5789,4313,18,2,3276,7,11,0,3,1,4,0,0,0,49,38
1479,1108,35,2,1706,12,13,0,9,4,4,1,95,0,49,38
13800,10303,0,5,2420,0,5,4,4,3,4,1,0,0,39,38
2977,2228,25,2,1402,11,8,2,9,0,4,1,0,0,47,38
2152,1629,6,2,7152,15,9,4,7,3,4,0,63,0,39,38
13479,10054,31,2,5533,7,11,2,11,0,4,1,0,38,39,38
14920,11150,31,2,2001,11,8,6,6,1,4,0,0,0,9,38
943,708,37,2,4350,11,8,2,13,0,4,1,0,0,68,38
10562,7886,22,2,8413,11,8,4,0,4,2,0,0,0,39,38
10113,7552,24,4,5609,11,8,2,7,5,4,0,0,0,19,38
5043,3756,41,4,1560,15,9,2,4,0,4,1,0,0,59,38
1715,1289,31,2,2768,11,8,2,7,0,4,1,0,0,39,38
4999,3720,35,2,5966,15,9,2,2,0,4,1,68,0,39,38
10334,7711,25,2,6741,15,9,2,9,0,4,1,96,0,31,38
9284,6930,25,2,2464,9,12,2,3,0,4,1,0,0,39,38
411,303,14,2,4970,12,13,2,9,0,4,1,0,38,42,38
13669,10197,26,4,1143,11,8,0,2,4,0,1,0,0,29,38
3567,2679,15,2,2969,11,8,2,0,5,4,0,0,0,39,38
9658,7227,0,2,4076,0,5,4,7,3,4,0,0,0,14,38
13213,9856,40,5,70,9,12,0,0,4,4,1,21,0,36,38
6023,4492,23,2,6553,15,9,0,3,1,4,0,0,0,39,38
8833,6611,2,2,8297,15,9,4,7,3,4,0,0,0,19,38
11550,8620,26,4,370,9,12,2,9,0,4,1,0,0,20,38
7441,5547,18,2,7512,11,8,0,3,4,4,0,0,0,39,38
14522,10842,23,2,8683,11,8,2,3,0,4,1,0,0,39,38
2112,1596,20,2,8139,11,8,2,2,0,4,1,0,21,39,38
13363,9971,20,0,147,15,9,2,0,0,4,1,0,0,41,38
6794,5068,54,2,1492,11,8,0,7,1,4,0,0,0,15,38
14008,10462,9,2,6163,11,8,2,3,0,4,1,57,0,44,38
4662,3467,14,2,3119,9,12,3,0,1,4,0,0,0,39,38
13658,10188,38,2,3239,11,8,0,0,4,4,1,0,0,24,38
13720,10239,33,1,1572,11,8,2,10,0,4,1,0,0,39,38
14966,11187,30,2,9095,7,11,2,9,0,4,1,0,0,39,38
7814,5823,10,2,3607,9,12,4,11,1,4,0,0,0,39,38
14189,10592,41,2,4243,11,8,2,0,5,4,0,0,0,39,38
8250,6167,23,2,7128,15,9,2,0,0,4,1,0,0,39,38
3844,2879,8,2,6335,11,8,4,0,1,4,1,0,0,39,38
6351,4737,11,2,342,11,8,0,11,1,0,1,93,0,39,38
10939,8168,29,2,1140,11,8,2,8,5,4,0,0,0,39,38
13646,10178,10,2,9042,11,8,4,2,1,4,1,0,0,39,38
3167,2375,12,2,4622,8,10,0,12,1,4,0,21,0,44,38
5950,4434,47,4,1851,11,8,2,11,0,4,1,0,0,14,38
6920,5162,24,2,5521,8,10,2,6,0,4,1,0,0,39,38
760,569,36,2,7567,15,9,5,0,1,4,0,0,0,39,38
9390,7013,27,2,6285,9,12,2,3,0,3,1,0,0,39,32
5575,4155,28,2,8976,11,8,2,3,0,4,1,0,0,54,38
12485,9321,27,2,7261,8,10,0,3,1,4,1,86,0,39,38
12643,9440,26,5,8779,14,14,2,9,0,4,1,0,0,49,38
10649,7957,33,2,4102,15,9,0,7,1,4,0,0,0,14,38
1214,919,0,3,9255,6,4,4,11,3,4,0,0,0,39,38
6158,4596,29,2,3864,9,12,6,12,4,4,0,0,0,37,38
3613,2714,17,2,2246,15,9,2,11,0,4,1,0,0,44,38
2586,1942,8,2,516,9,12,4,3,1,4,0,0,0,39,38
14098,10529,31,0,9336,12,13,2,9,0,4,1,0,0,39,38
5853,4363,24,2,6094,15,9,4,2,1,2,1,0,0,44,38
3066,2299,40,2,3845,11,8,0,2,1,4,1,0,0,39,38
2181,1653,8,2,6301,11,8,4,2,2,4,1,0,0,39,38
6966,5196,32,2,6018,9,12,2,3,0,4,1,0,0,39,38
13445,10029,51,2,683,12,13,4,0,1,4,0,73,0,19,38
790,592,17,2,8775,11,8,0,2,1,4,1,0,10,37,38
1841,1387,25,2,2738,9,12,2,12,0,4,1,0,0,44,38
6157,4595,26,2,4480,15,9,0,0,1,4,1,0,0,44,38
3687,2764,3,2,9111,15,9,4,9,3,4,1,0,0,23,38
4009,2999,3,2,1524,15,9,4,9,1,3,0,0,0,19,38
1561,1172,24,2,8295,15,9,2,12,5,4,0,0,0,39,38
5442,4055,26,3,9571,12,13,2,3,0,4,1,0,0,49,38
269,191,10,2,2941,12,13,4,11,3,4,1,0,0,39,38
14140,10559,41,4,4052,11,8,0,3,1,4,1,0,0,68,38
5495,4095,29,2,6152,11,8,0,2,2,4,1,0,0,39,38
15039,11242,30,2,5636,14,14,0,0,1,4,1,0,0,39,38
8687,6498,11,2,5320,9,12,4,11,1,4,1,0,0,39,38
9323,6962,19,2,2387,11,8,2,6,0,4,1,0,0,39,38
5441,4054,34,0,106,11,8,2,12,0,4,1,0,0,39,38
13003,9700,12,4,7639,11,8,2,4,0,4,1,0,0,68,38
4363,3256,1,2,7368,2,7,4,5,3,4,1,0,0,39,3
14484,10814,9,2,6612,0,5,4,2,1,4,1,0,0,54,32
